state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Michigan,MI,Jackson,26075,Republican,John Kasich,4380,0.21100000000000002
Michigan,MI,Jackson,26075,Republican,Marco Rubio,1929,0.09300000000000001
Michigan,MI,Jackson,26075,Democrat,Bernie Sanders,6804,0.55
Michigan,MI,Jackson,26075,Democrat,Hillary Clinton,5288,0.42700000000000005
Michigan,MI,Kalamazoo,26077,Republican,John Kasich,9104,0.281
Michigan,MI,Kalamazoo,26077,Republican,Ted Cruz,8878,0.27399999999999997
Michigan,MI,Kalamazoo,26077,Republican,Donald Trump,8655,0.267
Michigan,MI,Kalamazoo,26077,Republican,Marco Rubio,3795,0.11699999999999999
Michigan,MI,Kalamazoo,26077,Democrat,Bernie Sanders,20146,0.606
Michigan,MI,Kalamazoo,26077,Democrat,Hillary Clinton,12593,0.379
Michigan,MI,Kalkaska,26079,Republican,Donald Trump,1724,0.503
Michigan,MI,Kalkaska,26079,Republican,Ted Cruz,790,0.231
Michigan,MI,Kalkaska,26079,Republican,John Kasich,523,0.153
Michigan,MI,Kalkaska,26079,Republican,Marco Rubio,265,0.077
Michigan,MI,Kalkaska,26079,Democrat,Bernie Sanders,987,0.623
Michigan,MI,Kalkaska,26079,Democrat,Hillary Clinton,590,0.37200000000000005
Michigan,MI,Kent,26081,Republican,Ted Cruz,35185,0.35700000000000004
Michigan,MI,Kent,26081,Republican,John Kasich,25562,0.259
Michigan,MI,Kent,26081,Republican,Donald Trump,22742,0.231
Michigan,MI,Kent,26081,Republican,Marco Rubio,11542,0.11699999999999999
Michigan,MI,Kent,26081,Democrat,Bernie Sanders,43375,0.625
Michigan,MI,Kent,26081,Democrat,Hillary Clinton,25899,0.373
Michigan,MI,Keweenaw,26083,Republican,Donald Trump,184,0.423
Michigan,MI,Keweenaw,26083,Republican,Ted Cruz,105,0.24100000000000002
Michigan,MI,Keweenaw,26083,Republican,John Kasich,76,0.175
Michigan,MI,Keweenaw,26083,Republican,Marco Rubio,50,0.115
Michigan,MI,Keweenaw,26083,Democrat,Bernie Sanders,188,0.584
Michigan,MI,Keweenaw,26083,Democrat,Hillary Clinton,128,0.39799999999999996
Michigan,MI,Lake,26085,Republican,Donald Trump,803,0.506
Michigan,MI,Lake,26085,Republican,Ted Cruz,382,0.24100000000000002
Michigan,MI,Lake,26085,Republican,John Kasich,237,0.149
Michigan,MI,Lake,26085,Republican,Marco Rubio,99,0.062
Michigan,MI,Lake,26085,Democrat,Hillary Clinton,548,0.501
Michigan,MI,Lake,26085,Democrat,Bernie Sanders,514,0.47
Michigan,MI,Lapeer,26087,Republican,Donald Trump,7446,0.456
Michigan,MI,Lapeer,26087,Republican,Ted Cruz,3821,0.23399999999999999
Michigan,MI,Lapeer,26087,Republican,John Kasich,3012,0.185
Michigan,MI,Lapeer,26087,Republican,Marco Rubio,1160,0.071
Michigan,MI,Lapeer,26087,Democrat,Bernie Sanders,4650,0.565
Michigan,MI,Lapeer,26087,Democrat,Hillary Clinton,3319,0.40299999999999997
Michigan,MI,Leelanau,26089,Republican,Donald Trump,1613,0.33399999999999996
Michigan,MI,Leelanau,26089,Republican,John Kasich,1251,0.259
Michigan,MI,Leelanau,26089,Republican,Ted Cruz,1160,0.24
Michigan,MI,Leelanau,26089,Republican,Marco Rubio,542,0.11199999999999999
Michigan,MI,Leelanau,26089,Democrat,Bernie Sanders,2359,0.61
Michigan,MI,Leelanau,26089,Democrat,Hillary Clinton,1459,0.377
Michigan,MI,Lenawee,26091,Republican,Donald Trump,5167,0.359
Michigan,MI,Lenawee,26091,Republican,Ted Cruz,3904,0.271
Michigan,MI,Lenawee,26091,Republican,John Kasich,3713,0.258
Michigan,MI,Lenawee,26091,Republican,Marco Rubio,1028,0.071
Michigan,MI,Lenawee,26091,Democrat,Bernie Sanders,4256,0.539
Michigan,MI,Lenawee,26091,Democrat,Hillary Clinton,3455,0.43700000000000006
Michigan,MI,Livingston,26093,Republican,Donald Trump,15359,0.39299999999999996
Michigan,MI,Livingston,26093,Republican,John Kasich,9383,0.24
Michigan,MI,Livingston,26093,Republican,Ted Cruz,9324,0.239
Michigan,MI,Livingston,26093,Republican,Marco Rubio,3340,0.086
Michigan,MI,Livingston,26093,Democrat,Bernie Sanders,10435,0.594
Michigan,MI,Livingston,26093,Democrat,Hillary Clinton,6705,0.381
Michigan,MI,Luce,26095,Republican,Donald Trump,407,0.43700000000000006
Michigan,MI,Luce,26095,Republican,Ted Cruz,242,0.26
Michigan,MI,Luce,26095,Republican,John Kasich,154,0.165
Michigan,MI,Luce,26095,Republican,Marco Rubio,66,0.071
Michigan,MI,Luce,26095,Democrat,Bernie Sanders,291,0.618
Michigan,MI,Luce,26095,Democrat,Hillary Clinton,167,0.355
Michigan,MI,Mackinac,26097,Republican,Donald Trump,856,0.43200000000000005
Michigan,MI,Mackinac,26097,Republican,Ted Cruz,439,0.222
Michigan,MI,Mackinac,26097,Republican,John Kasich,416,0.21
Michigan,MI,Mackinac,26097,Republican,Marco Rubio,172,0.087
Michigan,MI,Mackinac,26097,Democrat,Bernie Sanders,633,0.555
Michigan,MI,Mackinac,26097,Democrat,Hillary Clinton,500,0.439
Michigan,MI,Macomb,26099,Republican,Donald Trump,60492,0.484
Michigan,MI,Macomb,26099,Republican,John Kasich,27534,0.22
Michigan,MI,Macomb,26099,Republican,Ted Cruz,19988,0.16
Michigan,MI,Macomb,26099,Republican,Marco Rubio,10206,0.08199999999999999
Michigan,MI,Macomb,26099,Democrat,Hillary Clinton,47597,0.488
Michigan,MI,Macomb,26099,Democrat,Bernie Sanders,46242,0.474
Michigan,MI,Manistee,26101,Republican,Donald Trump,1552,0.41600000000000004
Michigan,MI,Manistee,26101,Republican,Ted Cruz,979,0.262
Michigan,MI,Manistee,26101,Republican,John Kasich,756,0.20199999999999999
Michigan,MI,Manistee,26101,Republican,Marco Rubio,280,0.075
Michigan,MI,Manistee,26101,Democrat,Bernie Sanders,1646,0.5820000000000001
Michigan,MI,Manistee,26101,Democrat,Hillary Clinton,1120,0.396
Michigan,MI,Marquette,26103,Republican,Donald Trump,2524,0.32899999999999996
Michigan,MI,Marquette,26103,Republican,Ted Cruz,2094,0.273
Michigan,MI,Marquette,26103,Republican,John Kasich,1984,0.258
Michigan,MI,Marquette,26103,Republican,Marco Rubio,691,0.09
Michigan,MI,Marquette,26103,Democrat,Bernie Sanders,5530,0.617
Michigan,MI,Marquette,26103,Democrat,Hillary Clinton,3188,0.35600000000000004
Michigan,MI,Mason,26105,Republican,Donald Trump,1785,0.35600000000000004
Michigan,MI,Mason,26105,Republican,Ted Cruz,1546,0.308
Michigan,MI,Mason,26105,Republican,John Kasich,993,0.198
Michigan,MI,Mason,26105,Republican,Marco Rubio,458,0.091
Michigan,MI,Mason,26105,Democrat,Bernie Sanders,1741,0.5770000000000001
Michigan,MI,Mason,26105,Democrat,Hillary Clinton,1223,0.406
Michigan,MI,Mecosta,26107,Republican,Donald Trump,2113,0.369
Michigan,MI,Mecosta,26107,Republican,Ted Cruz,1780,0.311
Michigan,MI,Mecosta,26107,Republican,John Kasich,943,0.165
Michigan,MI,Mecosta,26107,Republican,Marco Rubio,521,0.091
Michigan,MI,Mecosta,26107,Democrat,Bernie Sanders,1767,0.586
Michigan,MI,Mecosta,26107,Democrat,Hillary Clinton,1173,0.389
Michigan,MI,Menominee,26109,Republican,Donald Trump,1304,0.457
Michigan,MI,Menominee,26109,Republican,Ted Cruz,707,0.248
Michigan,MI,Menominee,26109,Republican,John Kasich,421,0.14800000000000002
Michigan,MI,Menominee,26109,Republican,Marco Rubio,266,0.09300000000000001
Michigan,MI,Menominee,26109,Democrat,Hillary Clinton,835,0.48700000000000004
Michigan,MI,Menominee,26109,Democrat,Bernie Sanders,805,0.47
Michigan,MI,Midland,26111,Republican,Ted Cruz,4720,0.335
Michigan,MI,Midland,26111,Republican,Donald Trump,3909,0.278
Michigan,MI,Midland,26111,Republican,John Kasich,3366,0.239
Michigan,MI,Midland,26111,Republican,Marco Rubio,1506,0.107
Michigan,MI,Midland,26111,Democrat,Bernie Sanders,4568,0.5870000000000001
Michigan,MI,Midland,26111,Democrat,Hillary Clinton,3097,0.39799999999999996
Michigan,MI,Missaukee,26113,Republican,Donald Trump,1221,0.39299999999999996
Michigan,MI,Missaukee,26113,Republican,Ted Cruz,887,0.28600000000000003
Michigan,MI,Missaukee,26113,Republican,John Kasich,537,0.17300000000000001
Michigan,MI,Missaukee,26113,Republican,Marco Rubio,254,0.08199999999999999
Michigan,MI,Missaukee,26113,Democrat,Bernie Sanders,591,0.5770000000000001
Michigan,MI,Missaukee,26113,Democrat,Hillary Clinton,399,0.39
Michigan,MI,Monroe,26115,Republican,Donald Trump,8802,0.40399999999999997
Michigan,MI,Monroe,26115,Republican,John Kasich,5482,0.251
Michigan,MI,Monroe,26115,Republican,Ted Cruz,5049,0.23199999999999998
Michigan,MI,Monroe,26115,Republican,Marco Rubio,1413,0.065
Michigan,MI,Monroe,26115,Democrat,Bernie Sanders,6842,0.48100000000000004
Michigan,MI,Monroe,26115,Democrat,Hillary Clinton,6716,0.47200000000000003
Michigan,MI,Montcalm,26117,Republican,Donald Trump,3051,0.35100000000000003
Michigan,MI,Montcalm,26117,Republican,Ted Cruz,2909,0.335
Michigan,MI,Montcalm,26117,Republican,John Kasich,1538,0.177
Michigan,MI,Montcalm,26117,Republican,Marco Rubio,662,0.076
Michigan,MI,Montcalm,26117,Democrat,Bernie Sanders,2762,0.605
Michigan,MI,Montcalm,26117,Democrat,Hillary Clinton,1681,0.368
Michigan,MI,Montmorency,26119,Republican,Donald Trump,1046,0.51
Michigan,MI,Montmorency,26119,Republican,Ted Cruz,403,0.19699999999999998
Michigan,MI,Montmorency,26119,Republican,John Kasich,325,0.159
Michigan,MI,Montmorency,26119,Republican,Marco Rubio,155,0.076
Michigan,MI,Montmorency,26119,Democrat,Hillary Clinton,392,0.48700000000000004
Michigan,MI,Montmorency,26119,Democrat,Bernie Sanders,383,0.47600000000000003
Michigan,MI,Muskegon,26121,Republican,Ted Cruz,6478,0.345
Michigan,MI,Muskegon,26121,Republican,Donald Trump,5757,0.306
Michigan,MI,Muskegon,26121,Republican,John Kasich,3706,0.19699999999999998
Michigan,MI,Muskegon,26121,Republican,Marco Rubio,1875,0.1
Michigan,MI,Muskegon,26121,Democrat,Bernie Sanders,10062,0.537
Michigan,MI,Muskegon,26121,Democrat,Hillary Clinton,8220,0.439
Michigan,MI,Newaygo,26123,Republican,Ted Cruz,3557,0.409
Michigan,MI,Newaygo,26123,Republican,Donald Trump,2660,0.306
Michigan,MI,Newaygo,26123,Republican,John Kasich,1417,0.163
Michigan,MI,Newaygo,26123,Republican,Marco Rubio,618,0.071
Michigan,MI,Newaygo,26123,Democrat,Bernie Sanders,2139,0.607
Michigan,MI,Newaygo,26123,Democrat,Hillary Clinton,1290,0.366
Michigan,MI,Oakland,26125,Republican,Donald Trump,69399,0.36200000000000004
Michigan,MI,Oakland,26125,Republican,John Kasich,61053,0.319
Michigan,MI,Oakland,26125,Republican,Ted Cruz,33634,0.17600000000000002
Michigan,MI,Oakland,26125,Republican,Marco Rubio,18536,0.09699999999999999
Michigan,MI,Oakland,26125,Democrat,Hillary Clinton,92296,0.514
Michigan,MI,Oakland,26125,Democrat,Bernie Sanders,84158,0.46799999999999997
Michigan,MI,Oceana,26127,Republican,Ted Cruz,1698,0.377
Michigan,MI,Oceana,26127,Republican,Donald Trump,1339,0.297
Michigan,MI,Oceana,26127,Republican,John Kasich,924,0.205
Michigan,MI,Oceana,26127,Republican,Marco Rubio,331,0.073
Michigan,MI,Oceana,26127,Democrat,Bernie Sanders,1237,0.598
Michigan,MI,Oceana,26127,Democrat,Hillary Clinton,791,0.382
Michigan,MI,Ogemaw,26129,Republican,Donald Trump,1612,0.505
Michigan,MI,Ogemaw,26129,Republican,Ted Cruz,700,0.21899999999999997
Michigan,MI,Ogemaw,26129,Republican,John Kasich,489,0.153
Michigan,MI,Ogemaw,26129,Republican,Marco Rubio,222,0.07
Michigan,MI,Ogemaw,26129,Democrat,Bernie Sanders,926,0.49700000000000005
Michigan,MI,Ogemaw,26129,Democrat,Hillary Clinton,862,0.462
Michigan,MI,Ontonagon,26131,Republican,Donald Trump,519,0.475
Michigan,MI,Ontonagon,26131,Republican,Ted Cruz,209,0.191
Michigan,MI,Ontonagon,26131,Republican,John Kasich,203,0.18600000000000003
Michigan,MI,Ontonagon,26131,Republican,Marco Rubio,95,0.087
Michigan,MI,Ontonagon,26131,Democrat,Bernie Sanders,362,0.491
Michigan,MI,Ontonagon,26131,Democrat,Hillary Clinton,327,0.444
Michigan,MI,Osceola,26133,Republican,Donald Trump,1812,0.428
Michigan,MI,Osceola,26133,Republican,Ted Cruz,1276,0.302
Michigan,MI,Osceola,26133,Republican,John Kasich,645,0.153
Michigan,MI,Osceola,26133,Republican,Marco Rubio,294,0.07
Michigan,MI,Osceola,26133,Democrat,Bernie Sanders,953,0.574
Michigan,MI,Osceola,26133,Democrat,Hillary Clinton,670,0.40399999999999997
Michigan,MI,Oscoda,26135,Republican,Donald Trump,705,0.47200000000000003
Michigan,MI,Oscoda,26135,Republican,Ted Cruz,369,0.247
Michigan,MI,Oscoda,26135,Republican,John Kasich,247,0.165
Michigan,MI,Oscoda,26135,Republican,Marco Rubio,90,0.06
Michigan,MI,Oscoda,26135,Democrat,Bernie Sanders,315,0.518
Michigan,MI,Oscoda,26135,Democrat,Hillary Clinton,273,0.449
Michigan,MI,Otsego,26137,Republican,Donald Trump,1933,0.45
Michigan,MI,Otsego,26137,Republican,Ted Cruz,1040,0.242
Michigan,MI,Otsego,26137,Republican,John Kasich,800,0.18600000000000003
Michigan,MI,Otsego,26137,Republican,Marco Rubio,342,0.08
Michigan,MI,Otsego,26137,Democrat,Bernie Sanders,1228,0.593
Michigan,MI,Otsego,26137,Democrat,Hillary Clinton,786,0.38
Michigan,MI,Ottawa,26139,Republican,Ted Cruz,23862,0.39799999999999996
Michigan,MI,Ottawa,26139,Republican,John Kasich,14263,0.23800000000000002
Michigan,MI,Ottawa,26139,Republican,Donald Trump,11600,0.193
Michigan,MI,Ottawa,26139,Republican,Marco Rubio,7255,0.121
Michigan,MI,Ottawa,26139,Democrat,Bernie Sanders,14334,0.642
Michigan,MI,Ottawa,26139,Democrat,Hillary Clinton,7686,0.344
Michigan,MI,Presque Isle,26141,Republican,Donald Trump,916,0.423
Michigan,MI,Presque Isle,26141,Republican,Ted Cruz,524,0.242
Michigan,MI,Presque Isle,26141,Republican,John Kasich,423,0.195
Michigan,MI,Presque Isle,26141,Republican,Marco Rubio,216,0.1
Michigan,MI,Presque Isle,26141,Democrat,Bernie Sanders,606,0.488
Michigan,MI,Presque Isle,26141,Democrat,Hillary Clinton,592,0.47700000000000004
Michigan,MI,Roscommon,26143,Republican,Donald Trump,2257,0.5
Michigan,MI,Roscommon,26143,Republican,Ted Cruz,748,0.166
Michigan,MI,Roscommon,26143,Republican,John Kasich,726,0.161
Michigan,MI,Roscommon,26143,Republican,Marco Rubio,409,0.091
Michigan,MI,Roscommon,26143,Democrat,Bernie Sanders,1187,0.483
Michigan,MI,Roscommon,26143,Democrat,Hillary Clinton,1163,0.473
Michigan,MI,Saginaw,26145,Republican,Donald Trump,9106,0.392
Michigan,MI,Saginaw,26145,Republican,Ted Cruz,6536,0.281
Michigan,MI,Saginaw,26145,Republican,John Kasich,4404,0.19
Michigan,MI,Saginaw,26145,Republican,Marco Rubio,2067,0.08900000000000001
Michigan,MI,Saginaw,26145,Democrat,Hillary Clinton,12348,0.552
Michigan,MI,Saginaw,26145,Democrat,Bernie Sanders,9619,0.43
Michigan,MI,Sanilac,26151,Republican,Donald Trump,3279,0.447
Michigan,MI,Sanilac,26151,Republican,Ted Cruz,1588,0.217
Michigan,MI,Sanilac,26151,Republican,John Kasich,1407,0.192
Michigan,MI,Sanilac,26151,Republican,Marco Rubio,568,0.077
Michigan,MI,Sanilac,26151,Democrat,Bernie Sanders,1485,0.5379999999999999
Michigan,MI,Sanilac,26151,Democrat,Hillary Clinton,1160,0.42
Michigan,MI,Schoolcraft,26153,Republican,Donald Trump,529,0.474
Michigan,MI,Schoolcraft,26153,Republican,John Kasich,242,0.217
Michigan,MI,Schoolcraft,26153,Republican,Ted Cruz,217,0.19399999999999998
Michigan,MI,Schoolcraft,26153,Republican,Marco Rubio,78,0.07
Michigan,MI,Schoolcraft,26153,Democrat,Bernie Sanders,345,0.506
Michigan,MI,Schoolcraft,26153,Democrat,Hillary Clinton,312,0.457
Michigan,MI,Shiawassee,26155,Republican,Donald Trump,3864,0.387
Michigan,MI,Shiawassee,26155,Republican,Ted Cruz,2745,0.275
Michigan,MI,Shiawassee,26155,Republican,John Kasich,1853,0.18600000000000003
Michigan,MI,Shiawassee,26155,Republican,Marco Rubio,876,0.08800000000000001
Michigan,MI,Shiawassee,26155,Democrat,Bernie Sanders,4452,0.578
Michigan,MI,Shiawassee,26155,Democrat,Hillary Clinton,3031,0.39399999999999996
Michigan,MI,Tuscola,26157,Republican,Donald Trump,3750,0.424
Michigan,MI,Tuscola,26157,Republican,Ted Cruz,2668,0.302
Michigan,MI,Tuscola,26157,Republican,John Kasich,1268,0.14300000000000002
Michigan,MI,Tuscola,26157,Republican,Marco Rubio,658,0.07400000000000001
Michigan,MI,Tuscola,26157,Democrat,Bernie Sanders,2532,0.544
Michigan,MI,Tuscola,26157,Democrat,Hillary Clinton,1984,0.426
Michigan,MI,Van Buren,26159,Republican,Donald Trump,3287,0.35100000000000003
Michigan,MI,Van Buren,26159,Republican,Ted Cruz,2579,0.275
Michigan,MI,Van Buren,26159,Republican,John Kasich,2092,0.223
Michigan,MI,Van Buren,26159,Republican,Marco Rubio,932,0.099
Michigan,MI,Van Buren,26159,Democrat,Bernie Sanders,3656,0.585
Michigan,MI,Van Buren,26159,Democrat,Hillary Clinton,2484,0.397
Michigan,MI,Washtenaw,26161,Republican,John Kasich,12643,0.341
Michigan,MI,Washtenaw,26161,Republican,Donald Trump,10206,0.275
Michigan,MI,Washtenaw,26161,Republican,Ted Cruz,8574,0.231
Michigan,MI,Washtenaw,26161,Republican,Marco Rubio,4101,0.111
Michigan,MI,Washtenaw,26161,Democrat,Bernie Sanders,38063,0.5539999999999999
Michigan,MI,Washtenaw,26161,Democrat,Hillary Clinton,30022,0.43700000000000006
Michigan,MI,Wayne,26163,Republican,Donald Trump,55795,0.405
Michigan,MI,Wayne,26163,Republican,John Kasich,38165,0.27699999999999997
Michigan,MI,Wayne,26163,Republican,Ted Cruz,25155,0.183
Michigan,MI,Wayne,26163,Republican,Marco Rubio,11569,0.084
Michigan,MI,Wayne,26163,Democrat,Hillary Clinton,163886,0.6
Michigan,MI,Wayne,26163,Democrat,Bernie Sanders,104999,0.384
Michigan,MI,Wexford,26165,Republican,Donald Trump,2578,0.44299999999999995
Michigan,MI,Wexford,26165,Republican,Ted Cruz,1521,0.261
Michigan,MI,Wexford,26165,Republican,John Kasich,1060,0.182
Michigan,MI,Wexford,26165,Republican,Marco Rubio,395,0.068
Michigan,MI,Wexford,26165,Democrat,Bernie Sanders,1793,0.65
Michigan,MI,Wexford,26165,Democrat,Hillary Clinton,909,0.32899999999999996
Mississippi,MS,Adams,28001,Republican,Donald Trump,1434,0.47600000000000003
Mississippi,MS,Adams,28001,Republican,Ted Cruz,1017,0.33799999999999997
Mississippi,MS,Adams,28001,Republican,John Kasich,300,0.1
Mississippi,MS,Adams,28001,Republican,Marco Rubio,191,0.063
Mississippi,MS,Adams,28001,Democrat,Hillary Clinton,3013,0.867
Mississippi,MS,Adams,28001,Democrat,Bernie Sanders,438,0.126
Mississippi,MS,Alcorn,28003,Republican,Donald Trump,2901,0.504
Mississippi,MS,Alcorn,28003,Republican,Ted Cruz,2003,0.348
Mississippi,MS,Alcorn,28003,Republican,John Kasich,415,0.07200000000000001
Mississippi,MS,Alcorn,28003,Republican,Marco Rubio,320,0.055999999999999994
Mississippi,MS,Alcorn,28003,Democrat,Hillary Clinton,809,0.708
Mississippi,MS,Alcorn,28003,Democrat,Bernie Sanders,302,0.264
Mississippi,MS,Amite,28005,Republican,Donald Trump,1178,0.52
Mississippi,MS,Amite,28005,Republican,Ted Cruz,848,0.374
Mississippi,MS,Amite,28005,Republican,John Kasich,129,0.057
Mississippi,MS,Amite,28005,Republican,Marco Rubio,70,0.031
Mississippi,MS,Amite,28005,Democrat,Hillary Clinton,1212,0.89
Mississippi,MS,Amite,28005,Democrat,Bernie Sanders,127,0.09300000000000001
Mississippi,MS,Attala,28007,Republican,Donald Trump,1350,0.509
Mississippi,MS,Attala,28007,Republican,Ted Cruz,930,0.35100000000000003
Mississippi,MS,Attala,28007,Republican,John Kasich,176,0.066
Mississippi,MS,Attala,28007,Republican,Marco Rubio,125,0.047
Mississippi,MS,Attala,28007,Democrat,Hillary Clinton,1519,0.877
Mississippi,MS,Attala,28007,Democrat,Bernie Sanders,195,0.113
Mississippi,MS,Benton,28009,Republican,Donald Trump,555,0.537
Mississippi,MS,Benton,28009,Republican,Ted Cruz,388,0.376
Mississippi,MS,Benton,28009,Republican,Marco Rubio,34,0.033
Mississippi,MS,Benton,28009,Republican,John Kasich,31,0.03
Mississippi,MS,Benton,28009,Democrat,Hillary Clinton,557,0.852
Mississippi,MS,Benton,28009,Democrat,Bernie Sanders,93,0.142
Mississippi,MS,Bolivar,28011,Republican,Donald Trump,1395,0.534
Mississippi,MS,Bolivar,28011,Republican,Ted Cruz,602,0.231
Mississippi,MS,Bolivar,28011,Republican,John Kasich,378,0.145
Mississippi,MS,Bolivar,28011,Republican,Marco Rubio,159,0.061
Mississippi,MS,Bolivar,28011,Democrat,Hillary Clinton,3029,0.8540000000000001
Mississippi,MS,Bolivar,28011,Democrat,Bernie Sanders,493,0.139
Mississippi,MS,Calhoun,28013,Republican,Donald Trump,1323,0.55
Mississippi,MS,Calhoun,28013,Republican,Ted Cruz,814,0.33799999999999997
Mississippi,MS,Calhoun,28013,Republican,John Kasich,116,0.048
Mississippi,MS,Calhoun,28013,Republican,Marco Rubio,84,0.035
Mississippi,MS,Calhoun,28013,Democrat,Hillary Clinton,748,0.8490000000000001
Mississippi,MS,Calhoun,28013,Democrat,Bernie Sanders,120,0.136
Mississippi,MS,Carroll,28015,Republican,Donald Trump,1133,0.5479999999999999
Mississippi,MS,Carroll,28015,Republican,Ted Cruz,649,0.314
Mississippi,MS,Carroll,28015,Republican,John Kasich,149,0.07200000000000001
Mississippi,MS,Carroll,28015,Republican,Marco Rubio,86,0.042
Mississippi,MS,Carroll,28015,Democrat,Hillary Clinton,828,0.9
Mississippi,MS,Carroll,28015,Democrat,Bernie Sanders,82,0.08900000000000001
Mississippi,MS,Chickasaw,28017,Republican,Donald Trump,1056,0.516
Mississippi,MS,Chickasaw,28017,Republican,Ted Cruz,721,0.35200000000000004
Mississippi,MS,Chickasaw,28017,Republican,Marco Rubio,96,0.047
Mississippi,MS,Chickasaw,28017,Republican,John Kasich,95,0.046
Mississippi,MS,Chickasaw,28017,Democrat,Hillary Clinton,1398,0.831
Mississippi,MS,Chickasaw,28017,Democrat,Bernie Sanders,263,0.156
Mississippi,MS,Choctaw,28019,Republican,Donald Trump,765,0.47700000000000004
Mississippi,MS,Choctaw,28019,Republican,Ted Cruz,621,0.387
Mississippi,MS,Choctaw,28019,Republican,John Kasich,102,0.064
Mississippi,MS,Choctaw,28019,Republican,Marco Rubio,69,0.043
Mississippi,MS,Choctaw,28019,Democrat,Hillary Clinton,517,0.8390000000000001
Mississippi,MS,Choctaw,28019,Democrat,Bernie Sanders,93,0.151
Mississippi,MS,Claiborne,28021,Republican,Donald Trump,134,0.596
Mississippi,MS,Claiborne,28021,Republican,Ted Cruz,63,0.28
Mississippi,MS,Claiborne,28021,Republican,John Kasich,16,0.071
Mississippi,MS,Claiborne,28021,Republican,Marco Rubio,7,0.031
Mississippi,MS,Claiborne,28021,Democrat,Hillary Clinton,1411,0.903
Mississippi,MS,Claiborne,28021,Democrat,Bernie Sanders,141,0.09
Mississippi,MS,Clarke,28023,Republican,Donald Trump,1399,0.494
Mississippi,MS,Clarke,28023,Republican,Ted Cruz,1072,0.37799999999999995
Mississippi,MS,Clarke,28023,Republican,John Kasich,163,0.057999999999999996
Mississippi,MS,Clarke,28023,Republican,Marco Rubio,116,0.040999999999999995
Mississippi,MS,Clarke,28023,Democrat,Hillary Clinton,1044,0.863
Mississippi,MS,Clarke,28023,Democrat,Bernie Sanders,151,0.125
Mississippi,MS,Clay,28025,Republican,Donald Trump,1049,0.46399999999999997
Mississippi,MS,Clay,28025,Republican,Ted Cruz,865,0.38299999999999995
Mississippi,MS,Clay,28025,Republican,John Kasich,172,0.076
Mississippi,MS,Clay,28025,Republican,Marco Rubio,107,0.047
Mississippi,MS,Clay,28025,Democrat,Hillary Clinton,2372,0.86
Mississippi,MS,Clay,28025,Democrat,Bernie Sanders,351,0.127
Mississippi,MS,Coahoma,28027,Republican,Donald Trump,598,0.541
Mississippi,MS,Coahoma,28027,Republican,Ted Cruz,281,0.254
Mississippi,MS,Coahoma,28027,Republican,John Kasich,145,0.131
Mississippi,MS,Coahoma,28027,Republican,Marco Rubio,60,0.054000000000000006
Mississippi,MS,Coahoma,28027,Democrat,Hillary Clinton,2301,0.823
Mississippi,MS,Coahoma,28027,Democrat,Bernie Sanders,442,0.158
Mississippi,MS,Copiah,28029,Republican,Donald Trump,2026,0.5489999999999999
Mississippi,MS,Copiah,28029,Republican,Ted Cruz,1147,0.311
Mississippi,MS,Copiah,28029,Republican,John Kasich,262,0.071
Mississippi,MS,Copiah,28029,Republican,Marco Rubio,161,0.044000000000000004
Mississippi,MS,Copiah,28029,Democrat,Hillary Clinton,3373,0.882
Mississippi,MS,Copiah,28029,Democrat,Bernie Sanders,411,0.107
Mississippi,MS,Covington,28031,Republican,Donald Trump,1724,0.56
Mississippi,MS,Covington,28031,Republican,Ted Cruz,1090,0.354
Mississippi,MS,Covington,28031,Republican,John Kasich,128,0.042
Mississippi,MS,Covington,28031,Republican,Marco Rubio,78,0.025
Mississippi,MS,Covington,28031,Democrat,Hillary Clinton,1356,0.882
Mississippi,MS,Covington,28031,Democrat,Bernie Sanders,164,0.107
Mississippi,MS,Forrest,28035,Republican,Donald Trump,4267,0.434
Mississippi,MS,Forrest,28035,Republican,Ted Cruz,3668,0.373
Mississippi,MS,Forrest,28035,Republican,John Kasich,1159,0.11800000000000001
Mississippi,MS,Forrest,28035,Republican,Marco Rubio,500,0.051
Mississippi,MS,Forrest,28035,Democrat,Hillary Clinton,3708,0.731
Mississippi,MS,Forrest,28035,Democrat,Bernie Sanders,1323,0.261
Mississippi,MS,Franklin,28037,Republican,Donald Trump,761,0.47600000000000003
Mississippi,MS,Franklin,28037,Republican,Ted Cruz,645,0.40299999999999997
Mississippi,MS,Franklin,28037,Republican,John Kasich,82,0.051
Mississippi,MS,Franklin,28037,Republican,Marco Rubio,58,0.036000000000000004
Mississippi,MS,Franklin,28037,Democrat,Hillary Clinton,701,0.841
Mississippi,MS,Franklin,28037,Democrat,Bernie Sanders,120,0.14400000000000002
Mississippi,MS,George,28039,Republican,Donald Trump,2245,0.48200000000000004
Mississippi,MS,George,28039,Republican,Ted Cruz,1944,0.418
Mississippi,MS,George,28039,Republican,Marco Rubio,192,0.040999999999999995
Mississippi,MS,George,28039,Republican,John Kasich,166,0.036000000000000004
Mississippi,MS,George,28039,Democrat,Hillary Clinton,349,0.721
Mississippi,MS,George,28039,Democrat,Bernie Sanders,122,0.252
Mississippi,MS,Greene,28041,Republican,Donald Trump,1088,0.503
Mississippi,MS,Greene,28041,Republican,Ted Cruz,826,0.382
Mississippi,MS,Greene,28041,Republican,Marco Rubio,100,0.046
